symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
XAUUSD,SELL,1212.15,1221.32857,1221.32857,1189.20357,-826.07,-848.45,0.09,TREND_DOWN,SL,11,2016-02-22 17:00:00,2016-02-23 06:00:00
XAUUSD,BUY,1231.64,1238.47887,1223.86571,1251.07571,683.89,658.84,0.1,TREND_DOWN,SL,6,2016-02-29 18:00:00,2016-03-01 00:00:00
XAUUSD,BUY,1238.81,1242.87872,1230.57714,1259.39214,406.87,381.9,0.1,RANGING,SL,9,2016-03-03 04:00:00,2016-03-03 13:00:00
XAUUSD,BUY,1260.94,1271.19402,1249.35143,1289.91143,717.78,700.44,0.07,TREND_UP,SL,5,2016-03-04 08:00:00,2016-03-04 13:00:00
XAUUSD,BUY,1265.54,1257.86429,1257.86429,1284.72929,-767.57,-792.32,0.1,TREND_UP,SL,1,2016-03-04 15:00:00,2016-03-04 16:00:00
XAUUSD,SELL,1258.57,1252.32105,1268.94143,1232.64143,499.92,479.8,0.08,TREND_DOWN,SL,5,2016-03-09 10:00:00,2016-03-09 15:00:00
XAUUSD,BUY,1269.12,1258.59286,1258.59286,1295.43786,-842.17,-861.92,0.08,TREND_UP,SL,9,2016-03-11 09:00:00,2016-03-11 18:00:00
XAUUSD,SELL,1235.23,1230.78921,1244.61857,1211.75857,399.67,377.43,0.09,TREND_DOWN,SL,6,2016-03-15 11:00:00,2016-03-15 17:00:00
XAUUSD,BUY,1264.24,1255.71857,1255.71857,1285.54357,-852.14,-877.22,0.1,TREND_UP,SL,4,2016-03-17 18:00:00,2016-03-17 22:00:00
XAUUSD,SELL,1244.58,1252.74429,1252.74429,1224.16929,-816.43,-842.26,0.1,TREND_DOWN,SL,4,2016-03-21 20:00:00,2016-03-22 01:00:00
XAUUSD,SELL,1221.93,1217.35439,1232.07429,1196.56929,366.05,345.99,0.08,TREND_DOWN,SL,6,2016-03-24 02:00:00,2016-03-24 08:00:00
XAUUSD,SELL,1219.27,1214.26937,1227.03429,1199.85929,500.06,475.35,0.1,TREND_DOWN,SL,3,2016-03-24 08:00:00,2016-03-24 11:00:00
XAUUSD,BUY,1220.33,1222.18418,1215.21857,1233.10857,185.42,160.41,0.1,RANGING,SL,12,2016-03-29 06:00:00,2016-03-29 18:00:00
XAUUSD,BUY,1236.76,1241.35759,1222.89286,1271.42786,275.86,260.85,0.06,TREND_UP,SL,11,2016-03-30 07:00:00,2016-03-30 18:00:00
XAUUSD,SELL,1227.25,1237.13286,1237.13286,1202.54286,-790.63,-810.23,0.08,RANGING,SL,8,2016-03-31 08:00:00,2016-03-31 16:00:00
XAUUSD,SELL,1218.59,1227.47143,1227.47143,1196.38643,-799.33,-823.48,0.09,TREND_DOWN,SL,18,2016-04-04 08:00:00,2016-04-05 02:00:00
XAUUSD,BUY,1229.67,1222.01857,1222.01857,1248.79857,-765.14,-789.74,0.1,TREND_UP,SL,7,2016-04-05 19:00:00,2016-04-06 02:00:00
XAUUSD,BUY,1247.49,1256.7432,1240.44714,1265.09714,925.32,900.52,0.1,TREND_UP,SL,7,2016-04-11 13:00:00,2016-04-11 20:00:00
XAUUSD,BUY,1250.08,1255.04883,1240.85571,1273.14071,447.19,421.29,0.09,TREND_UP,SL,4,2016-04-20 03:00:00,2016-04-20 07:00:00
XAUUSD,SELL,1248.62,1243.79972,1255.43857,1231.57357,482.03,457.25,0.1,RANGING,SL,6,2016-04-22 12:00:00,2016-04-22 18:00:00
XAUUSD,SELL,1234.7184,1232.20388,1244.20286,1211.01286,226.31,203.71,0.09,TREND_DOWN,SL,12,2016-04-25 10:00:00,2016-04-25 22:00:00
XAUUSD,BUY,1243.84,1250.18411,1237.98714,1258.47214,634.41,609.67,0.1,TREND_UP,SL,9,2016-04-27 09:00:00,2016-04-27 18:00:00
XAUUSD,BUY,1291.64,1300.69293,1282.24714,1315.12214,814.76,792.56,0.09,TREND_UP,SL,8,2016-05-02 08:00:00,2016-05-02 16:00:00
XAUUSD,SELL,1281.75,1274.52966,1290.24429,1260.51429,722.03,697.51,0.1,TREND_DOWN,SL,10,2016-05-04 13:00:00,2016-05-04 23:00:00
XAUUSD,SELL,1266.05,1262.89681,1274.68571,1244.46071,315.32,290.67,0.1,TREND_DOWN,SL,12,2016-05-10 07:00:00,2016-05-10 19:00:00
XAUUSD,SELL,1229.49,1224.62936,1237.27714,1210.02214,486.06,461.48,0.1,TREND_DOWN,SL,6,2016-05-25 06:00:00,2016-05-25 12:00:00
XAUUSD,SELL,1204.79,1212.02429,1212.02429,1186.70429,-723.43,-748.28,0.1,TREND_DOWN,SL,7,2016-05-30 13:00:00,2016-05-31 02:00:00
