symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
GBPJPY,SELL,197.186,196.66901,197.78586,195.68636,516.99,516.83,0.01,TREND_UP,SL,10,2024-10-24 12:00:00,2024-10-24 22:00:00
GBPJPY,SELL,196.591,197.55814,197.55814,194.17314,-967.14,-967.36,0.01,TREND_DOWN,SL,10,2024-11-01 07:00:00,2024-11-01 17:00:00
GBPJPY,BUY,197.633,196.74971,196.74971,199.84121,-883.29,-883.61,0.01,RANGING,SL,13,2024-11-02 00:00:00,2024-11-04 13:00:00
GBPJPY,SELL,197.143,197.93214,197.93214,195.17014,-789.14,-789.44,0.01,TREND_DOWN,SL,5,2024-11-09 00:00:00,2024-11-11 05:00:00
GBPJPY,BUY,198.097,197.47429,197.47429,199.65379,-622.71,-622.91,0.01,RANGING,SL,15,2024-11-11 15:00:00,2024-11-12 06:00:00
GBPJPY,SELL,197.418,197.09303,197.95929,196.06479,649.95,649.49,0.02,RANGING,SL,12,2024-11-12 11:00:00,2024-11-12 23:00:00
GBPJPY,SELL,197.121,196.80256,197.76086,195.52136,318.44,318.12,0.01,RANGING,SL,18,2024-11-13 00:00:00,2024-11-13 18:00:00
GBPJPY,BUY,197.986,197.42857,197.42857,199.37957,-1114.86,-1115.24,0.02,RANGING,SL,1,2024-11-15 09:00:00,2024-11-15 10:00:00
GBPJPY,SELL,195.336,194.08907,196.55814,192.28064,1246.93,1246.73,0.01,TREND_DOWN,SL,32,2024-11-18 04:00:00,2024-11-19 12:00:00
GBPJPY,SELL,196.307,195.78173,196.89871,194.82771,525.27,525.09,0.01,TREND_UP,SL,2,2024-11-21 08:00:00,2024-11-21 10:00:00
GBPJPY,SELL,194.337,193.08988,194.963,192.772,1247.12,1246.94,0.01,TREND_DOWN,SL,6,2024-11-22 07:00:00,2024-11-22 13:00:00
GBPJPY,BUY,194.162,193.412,193.412,196.037,-750.0,-750.22,0.01,RANGING,SL,6,2024-11-25 12:00:00,2024-11-25 18:00:00
